SaleID,price
200633,2103.1619
200634,2153.9575
200635,2763.0542
200636,2908.4683
200637,1947.8518
200638,2867.0745
200639,2203.143
200640,2657.2556
200641,2675.899
200642,2542.4756
200643,2006.2362
200644,2187.3162
200645,2276.6794
200646,2777.9133
200647,1940.044
200648,1316.0664
200649,2804.5908
200650,2763.0542
200651,1908.8522
200652,2085.3115
200653,1904.4099
200654,2809.5999
200655,1925.7509
200656,2210.2422
200657,1793.0199
200658,2879.8855
200659,2896.4238
200660,2815.985
200661,1559.9158
200662,2548.335
200663,2742.6377
200664,1636.2872
200665,2777.9133
200666,2940.9297
200667,2758.3713
200668,2786.954
200669,1958.018
200670,2085.0552
200671,2024.5232
200672,2329.5684
200673,2575.195
200674,2677.7373
200675,2787.0386
200676,1983.9086
200677,1652.7002
200678,2916.7346
200679,2559.8188
200680,1928.3942
200681,2542.4756
200682,2831.8306
200683,1308.7407
200684,1361.9327
200685,2866.8723
200686,1855.054
200687,2788.2834
200688,1515.864
200689,2783.0754
200690,2767.3289
200691,1854.5713
200692,2870.706
200693,2787.0386
200694,1735.8721
200695,1610.1477
200696,2954.608
200697,2816.5845
200698,1544.7725
200699,1605.7468
200700,2960.4717
200701,1862.0752
200702,2903.523
200703,2787.0386
200704,1579.5007
200705,2896.4238
200706,1947.8518
200707,2933.8616
200708,2472.0505
200709,2760.7593
200710,1938.7286
200711,2619.9312
200712,1904.4099
200713,3071.5686
200714,2837.2727
200715,2907.8108
200716,2316.5603
200717,2847.2383
200718,1979.0071
200719,2804.5908
200720,2896.4238
200721,2960.4717
200722,1861.9785
200723,1928.3942
200724,1944.3444
200725,2707.9167
200726,1592.9801
200727,1421.286
200728,2975.8955
200729,1889.2058
200730,2911.331
200731,1559.9158
200732,2548.335
200733,1987.5967
200734,2876.8818
200735,1897.6577
200736,2144.859
200737,3066.6282
200738,2903.523
200739,2248.193
200740,1563.1213
200741,2261.3264
200742,1919.2692
200743,1532.5613
200744,2903.523
200745,2675.2395
200746,2105.195
200747,2903.523
200748,2362.2466
200749,2174.9756
200750,1878.0898
200751,1652.7002
200752,2846.3281
200753,1566.3975
200754,2896.4238
200755,2807.8254
200756,1947.8518
200757,2975.8955
200758,2831.8306
200759,2494.1096
200760,1947.8518
200761,2494.661
200762,2837.2727
200763,2361.9656
200764,2248.193
200765,1947.8518
200766,2954.608
200767,2080.7158
200768,2903.523
200769,1827.5848
200770,1265.9014
200771,2875.1567
200772,2117.8945
200773,2933.8616
200774,1981.526
200775,2850.4294
200776,2282.6143
200777,2261.049
200778,2859.675
200779,1849.1947
200780,2068.5442
200781,1602.8612
200782,1956.6368
200783,2033.6316
200784,2923.306
200785,2954.686
200786,1559.9158
200787,2203.143
200788,1945.9463
200789,2177.811
200790,2084.569
200791,2193.8286
200792,2261.3264
200793,2743.5122
200794,1995.5596
200795,2210.2422
200796,1211.9327
200797,2462.9917
200798,2209.1182
200799,1778.4163
200800,2933.8616
200801,2089.9539
200802,1646.7985
200803,2975.8955
200804,2979.6614
200805,1461.5249
200806,2042.0159
200807,1579.5007
200808,2121.1545
200809,2248.193
200810,3191.0845
200811,2079.3235
200812,1911.4613
200813,2016.9547
200814,2896.4238
200815,2903.523
200816,1928.3098
200817,2630.6687
200818,2729.7554
200819,2779.146
200820,2173.9587
200821,2763.0542
200822,1851.5692
200823,2811.1753
200824,2064.4631
200825,1623.6312
200826,2329.5684
200827,2166.394
200828,1538.3435
200829,1600.8309
200830,1566.3975
200831,1949.1808
200832,3035.9136
200833,2521.2085
200834,2896.4238
200835,2998.2979
200836,2896.4238
200837,1644.4178
200838,2210.2422
200839,2763.0542
200840,1561.002
200841,1623.6312
200842,2078.6667
200843,2061.5505
200844,2928.0054
200845,2150.22
200846,1532.5613
200847,1849.1947
200848,2031.1661
200849,1456.3306
200850,2248.193
200851,1908.8522
200852,2975.8955
200853,1899.7272
200854,2784.3953
200855,1672.0721
200856,2698.9468
200857,2977.701
200858,2244.4988
200859,2310.5107
200860,1987.5967
200861,2210.2422
200862,1947.8518
200863,2295.771
200864,2894.5186
200865,1642.228
200866,2187.8394
200867,2765.7715
200868,2797.7385
200869,2901.601
200870,1604.0892
200871,2022.9763
200872,1789.2698
200873,2314.8435
200874,1849.1947
200875,2078.6667
200876,1610.3466
200877,2742.5315
200878,2179.9233
200879,1933.5388
200880,1693.898
200881,1397.8145
200882,1985.4766
200883,3066.6282
200884,2548.335
200885,2675.2395
200886,1987.5967
200887,1654.2388
200888,2903.523
200889,2984.951
200890,2933.8616
200891,2542.4756
200892,2763.0542
200893,2465.304
200894,1668.5789
200895,1559.9158
200896,2859.675
200897,2791.7244
200898,2806.496
200899,1849.1947
200900,1559.9158
200901,2815.985
200902,2274.6392
200903,1646.7985
200904,2896.4238
200905,2896.4238
200906,2971.3794
200907,2767.3289
200908,2105.195
200909,1646.7985
200910,2282.6143
200911,1867.7972
200912,2947.3103
200913,1919.2692
200914,2163.5906
200915,1987.5967
200916,2772.1824
200917,1911.4613
200918,2353.472
200919,2984.951
200920,2827.6963
200921,1928.3942
200922,1722.503
200923,2048.2764
200924,2933.715
200925,2169.1912
200926,1752.7173
200927,1355.2418
200928,2975.8955
200929,2311.354
200930,2081.047
200931,2159.817
200932,2031.1661
200933,3087.0518
200934,1947.8518
200935,2847.2383
200936,2058.4153
200937,1473.013
200938,1959.4651
200939,2261.049
200940,1686.7715
200941,2248.193
200942,1757.5945
200943,2903.523
200944,1906.2089
200945,2218.05
200946,2878.6912
200947,2080.7158
200948,1919.2692
200949,2056.4446
200950,1987.5967
200951,1928.3942
200952,2088.855
200953,2770.3389
200954,2811.0232
200955,2786.954
200956,1947.8518
200957,2203.143
200958,2847.2383
200959,2080.7158
200960,1665.9849
200961,1899.7272
200962,1848.9739
200963,1668.5789
200964,2875.1567
200965,2787.0386
200966,1916.0052
200967,1523.3625
200968,2388.304
200969,3052.4617
200970,1928.3098
200971,1898.459
200972,2979.6614
200973,2806.496
200974,2609.227
200975,2960.4717
200976,2774.4753
200977,1950.2322
200978,1849.1947
200979,2029.6578
200980,2786.954
200981,2930.2136
200982,1907.1271
200983,1418.6516
200984,1235.2543
200985,3027.7256
200986,2806.496
200987,2894.5186
200988,1403.3759
200989,2903.523
200990,1439.8936
200991,2944.65
200992,2949.646
200993,1263.4703
200994,2989.0522
200995,2542.4756
200996,2774.7021
200997,1362.1553
200998,2723.0957
200999,1602.059
201000,2975.8955
201001,2524.6292
201002,1645.7754
201003,2786.954
201004,1337.3336
201005,1585.8721
201006,1622.4032
201007,2924.3542
201008,2110.2957
201009,2118.5957
201010,2812.4558
201011,1909.8777
201012,1949.1808
201013,2764.1272
201014,2941.103
201015,1987.5967
201016,2067.4785
201017,2875.1567
201018,1885.4418
201019,1908.8522
201020,1919.2692
201021,2997.2495
201022,1697.8834
201023,1899.7272
201024,1963.002
201025,2117.4563
201026,2764.9001
201027,2134.5876
201028,1987.5967
201029,2153.9575
201030,1963.002
201031,2021.397
201032,2342.4812
201033,2908.728
201034,1158.7407
201035,2382.4446
201036,2847.2383
201037,2295.771
201038,2159.817
201039,2790.5212
201040,2897.1926
201041,1499.4758
201042,2183.601
201043,1928.3418
201044,2806.496
201045,2034.8188
201046,2547.852
201047,2319.4084
201048,2034.8188
201049,2248.193
201050,1777.7803
201051,2520.3005
201052,2105.336
201053,2768.561
201054,2960.4717
201055,1987.5967
201056,2954.686
201057,2676.1565
201058,2073.4143
201059,1871.1112
201060,1443.3668
201061,1945.9463
201062,2885.8884
201063,1795.5088
201064,2518.8735
201065,2896.4238
201066,2734.129
201067,1919.2692
201068,2777.9133
201069,2578.723
201070,2156.944
201071,2097.9397
201072,2012.2972
201073,2896.4238
201074,1687.8514
201075,2908.4683
201076,2960.4717
201077,2815.5527
201078,3030.0115
201079,2005.5104
201080,2989.0522
201081,2786.954
201082,1919.2692
201083,2894.5186
201084,2291.1833
201085,2153.9575
201086,1904.4099
201087,2903.523
201088,1881.0822
201089,1532.5613
201090,2034.8188
201091,1716.4756
201092,1848.9739
201093,2764.9001
201094,2232.3
201095,3005.6973
201096,1889.2058
201097,1699.2213
201098,1750.583
201099,1727.5953
201100,2916.6238
201101,2758.3713
201102,2960.4717
201103,2836.1265
201104,2181.876
201105,2078.6667
201106,2328.9907
201107,2080.7158
201108,3079.7258
201109,1947.8518
201110,2310.5107
201111,1849.1947
201112,1899.7272
201113,2896.9941
201114,1928.3942
201115,1899.7272
201116,1522.3796
201117,2068.5442
201118,2542.4756
201119,1928.3942
201120,2896.4238
201121,1983.7886
201122,1987.5967
201123,2783.3813
201124,2806.496
201125,2372.997
201126,1102.1991
201127,2758.3713
201128,2018.5597
201129,2074.7478
201130,2903.523
201131,2553.016
201132,2763.0542
201133,2122.7036
201134,1928.3098
201135,2183.601
201136,1987.5967
201137,2527.8994
201138,1599.0784
201139,2951.0786
201140,2758.3713
201141,1727.5953
201142,2578.723
201143,2729.7554
201144,2209.1182
201145,2909.2026
201146,1948.3599
201147,2816.5845
201148,2797.3887
201149,2319.7764
201150,2747.7869
201151,2806.496
201152,2975.8955
201153,2203.9119
201154,2078.6667
201155,1559.9158
201156,2515.3767
201157,2894.5186
201158,2896.4238
201159,3092.664
201160,2267.259
201161,2841.9858
201162,2675.2395
201163,1848.9739
201164,2865.1692
201165,1639.1176
201166,2548.335
201167,2248.193
201168,2232.0835
201169,2995.266
201170,2786.954
201171,2034.8188
201172,1928.3098
201173,1399.1957
201174,1361.1011
201175,2896.4238
201176,3053.2043
201177,2696.3027
201178,2903.523
201179,2080.7158
201180,2831.8306
201181,1947.8518
201182,2120.2947
201183,2902.399
201184,2896.4238
201185,2708.725
201186,2949.646
201187,2034.8188
201188,2876.8818
201189,1649.8192
201190,3011.1704
201191,2124.878
201192,2513.3071
201193,3130.6885
201194,1337.3336
201195,2933.8616
201196,1919.2692
201197,2836.1265
201198,1838.7174
201199,2542.4756
201200,1686.7715
201201,1488.6654
201202,2747.9612
201203,2548.335
201204,2219.9617
201205,2811.0232
201206,2261.3264
201207,2960.4717
201208,1559.9158
201209,1735.8721
201210,1959.5494
201211,1211.1011
201212,2280.5989
201213,2743.5122
201214,1621.386
201215,2876.8818
201216,2067.4875
201217,1114.1244
201218,2122.7036
201219,1657.9943
201220,3117.716
201221,2908.4683
201222,3028.6365
201223,1911.4613
201224,1559.9158
201225,1728.7681
201226,2975.8955
201227,2122.7036
201228,2767.3289
201229,2118.8965
201230,2876.8818
201231,1985.1366
201232,1816.6243
201233,2482.276
201234,1665.3416
201235,1954.3335
201236,2905.512
201237,1928.3098
201238,2960.4717
201239,2794.0173
201240,2105.195
201241,2038.8793
201242,2329.5684
201243,2876.8818
201244,1871.1112
201245,1987.5967
201246,829.28625
201247,3046.3162
201248,2120.6106
201249,1928.3942
201250,2896.4238
201251,1987.5967
201252,2578.723
201253,2173.4417
201254,3031.239
201255,1919.2692
201256,2746.9326
201257,1735.8721
201258,2630.8772
201259,2806.496
201260,3175.7175
201261,1994.0784
201262,2466.1912
201263,1947.8518
201264,1947.8518
201265,1393.2747
201266,1187.3336
201267,2120.2947
201268,2542.4756
201269,1994.0784
201270,2960.4717
201271,2093.844
201272,1623.6312
201273,2079.5522
201274,2588.2727
201275,1928.3098
201276,1531.7756
201277,2044.0652
201278,2238.7874
201279,2903.523
201280,1701.4136
201281,2711.447
201282,2910.8052
201283,2312.416
201284,2853.0977
201285,2385.4502
201286,2933.8616
201287,1665.864
201288,2031.1661
201289,1203.7262
201290,3026.9849
201291,1532.5613
201292,2943.2136
201293,2123.3037
201294,2547.852
201295,2903.523
201296,2295.771
201297,2867.0745
201298,1263.5494
201299,2282.6143
201300,2930.6113
201301,1908.8522
201302,1950.2322
201303,3019.0195
201304,2132.2776
201305,1947.8518
201306,2777.9133
201307,2548.335
201308,2426.6345
201309,1949.1808
201310,2786.954
201311,1622.4032
201312,3023.592
201313,1494.5852
201314,2748.584
201315,2903.523
201316,2548.335
201317,2121.017
201318,1701.4136
201319,2853.0977
201320,2787.0386
201321,1735.8721
201322,1928.3942
201323,2210.2422
201324,2916.5361
201325,2990.9214
201326,2136.7908
201327,2008.606
201328,1929.6388
201329,2173.4482
201330,1930.6902
201331,2965.409
201332,2893.463
201333,1919.2692
201334,2916.7346
201335,2537.8997
201336,1727.5953
201337,2481.0476
201338,2908.728
201339,2895.4675
201340,1947.8518
201341,3038.0454
201342,2424.9612
201343,3031.239
201344,1871.1112
201345,2876.016
201346,1768.3623
201347,1708.2692
201348,1676.1945
201349,2937.3108
201350,2542.4756
201351,2316.2837
201352,954.07355
201353,1376.5471
201354,2482.276
201355,1891.9193
201356,2093.4795
201357,2763.0542
201358,2806.496
201359,1987.5967
201360,2548.335
201361,2899.4226
201362,2758.3713
201363,2787.0386
201364,2049.8237
201365,2888.9263
201366,2275.268
201367,1559.7457
201368,2836.1265
201369,2903.523
201370,2808.8765
201371,1547.3468
201372,2774.4753
201373,2223.4539
201374,2034.8188
201375,2080.7158
201376,2280.5527
201377,2787.0386
201378,2128.568
201379,2806.496
201380,2548.335
201381,2821.8489
201382,2749.9941
201383,2203.143
201384,1697.8878
201385,1559.9158
201386,2876.8818
201387,2006.2362
201388,1582.0598
201389,2078.6667
201390,1547.153
201391,2825.1396
201392,2876.8818
201393,2203.9119
201394,1595.3445
201395,1919.2692
201396,1950.9459
201397,2743.5122
201398,2057.8918
201399,2793.5535
201400,2896.4238
201401,1644.4178
201402,2360.759
201403,2786.954
201404,2203.143
201405,2312.416
201406,2912.5535
201407,2871.362
201408,2899.4226
201409,2106.6465
201410,1735.8721
201411,2961.6472
201412,1622.4032
201413,1884.8679
201414,2812.4558
201415,2175.491
201416,2068.5442
201417,2416.0105
201418,1951.9404
201419,1559.9158
201420,2006.2362
201421,2806.496
201422,2683.0476
201423,1595.3445
201424,1928.3098
201425,2775.5085
201426,2080.7158
201427,2173.4417
201428,1987.5967
201429,2210.2422
201430,2899.4226
201431,1940.044
201432,2903.523
201433,2548.335
201434,2211.6665
201435,2221.5813
201436,1949.1808
201437,1623.6312
201438,3114.1948
201439,1947.8518
201440,1559.9158
201441,2945.6418
201442,1532.5613
201443,1919.2692
201444,2542.4756
201445,1707.0293
201446,2112.637
201447,2034.8188
201448,2846.3281
201449,1947.8518
201450,2901.601
201451,2080.7158
201452,2846.2407
201453,2203.93
201454,2329.5684
201455,2815.985
201456,1628.8849
201457,2810.737
201458,2080.9736
201459,2896.4238
201460,2933.8616
201461,2159.817
201462,2786.954
201463,1947.8518
201464,1950.9459
201465,2758.3713
201466,1305.2065
201467,2896.4238
201468,2917.7688
201469,2134.4155
201470,1947.8518
201471,2896.4238
201472,2903.523
201473,1928.3098
201474,2894.5186
201475,2975.8955
201476,2080.7158
201477,1889.2058
201478,1987.5967
201479,3026.9849
201480,2896.4238
201481,1928.3098
201482,3127.6128
201483,1928.3098
201484,2939.1052
201485,1456.3145
201486,2944.916
201487,1599.0784
201488,1947.8518
201489,2071.6194
201490,2073.6472
201491,2732.1882
201492,2900.3076
201493,2995.5786
201494,2304.9768
201495,1697.1138
201496,2811.0232
201497,2959.2625
201498,2900.0107
201499,2791.4812
201500,2219.643
201501,1906.2089
201502,2040.939
201503,2681.7583
201504,2418.5603
201505,2896.4238
201506,1928.3098
201507,2846.2407
201508,2107.0737
201509,2806.496
201510,2317.871
201511,2876.8818
201512,2159.817
201513,2830.7173
201514,2080.7158
201515,2977.5403
201516,2583.0786
201517,1928.3942
201518,2896.4238
201519,2936.3613
201520,1686.7715
201521,2071.6194
201522,4109.6377
201523,1911.4613
201524,2903.523
201525,1987.5967
201526,2173.966
201527,1333.9746
201528,1911.4613
201529,2896.4238
201530,2170.3093
201531,2006.2362
201532,1928.3098
201533,3295.2163
201534,2922.6882
201535,2293.8252
201536,2747.612
201537,3041.5747
201538,1698.9667
201539,2385.4502
201540,2139.5474
201541,2080.7158
201542,1484.5283
201543,2187.672
201544,1205.2418
201545,2834.9255
201546,1994.0784
201547,1908.8522
201548,2914.862
201549,2806.496
201550,2787.0386
201551,2872.0774
201552,2243.8218
201553,2786.954
201554,2225.821
201555,1623.6312
201556,2903.523
201557,2908.4683
201558,2806.496
201559,2003.4506
201560,2041.6198
201561,2173.5916
201562,2122.7036
201563,2786.6267
201564,2080.7158
201565,3053.2043
201566,1578.5021
201567,2764.9001
201568,2156.7341
201569,1316.0664
201570,1711.3613
201571,2006.1327
201572,2118.133
201573,2896.4238
201574,1423.1914
201575,1986.6942
201576,1515.864
201577,3038.0454
201578,1987.5967
201579,1559.9158
201580,2916.7346
201581,2361.5906
201582,1778.7695
201583,1553.3479
201584,2683.0476
201585,1849.1947
201586,1784.1454
201587,2978.7559
201588,2830.7173
201589,2067.4312
201590,1332.2124
